year,code,name
2011,46660,Valdosta - GA
2012,46660,Valdosta - GA
2007,46700,"Vallejo, Fairfield - CA"
2008,46700,"Vallejo, Fairfield - CA"
2009,46700,"Vallejo, Fairfield - CA"
2010,46700,"Vallejo, Fairfield - CA"
2011,46700,"Vallejo, Fairfield - CA"
2012,46700,"Vallejo, Fairfield - CA"
2007,47020,Victoria - TX
2008,47020,Victoria - TX
2009,47020,Victoria - TX
2010,47020,Victoria - TX
2011,47020,Victoria - TX
2012,47020,Victoria - TX
2007,47220,"Vineland, Millville, Bridgeton - NJ"
2008,47220,"Vineland, Millville, Bridgeton - NJ"
2009,47220,"Vineland, Millville, Bridgeton - NJ"
2010,47220,"Vineland, Millville, Bridgeton - NJ"
2011,47220,"Vineland, Millville, Bridgeton - NJ"
2012,47220,"Vineland, Millville, Bridgeton - NJ"
2007,47260,"Virginia Beach, Norfolk, Newport News - VA, NC"
2008,47260,"Virginia Beach, Norfolk, Newport News - VA, NC"
2009,47260,"Virginia Beach, Norfolk, Newport News - VA, NC"
2010,47260,"Virginia Beach, Norfolk, Newport News - VA, NC"
2011,47260,"Virginia Beach, Norfolk, Newport News - VA, NC"
2012,47260,"Virginia Beach, Norfolk, Newport News - VA, NC"
2007,47300,"Visalia, Porterville - CA"
2008,47300,"Visalia, Porterville - CA"
2009,47300,"Visalia, Porterville - CA"
2010,47300,"Visalia, Porterville - CA"
2011,47300,"Visalia, Porterville - CA"
2012,47300,"Visalia, Porterville - CA"
2007,47380,Waco - TX
2008,47380,Waco - TX
2009,47380,Waco - TX
2010,47380,Waco - TX
2011,47380,Waco - TX
2012,47380,Waco - TX
2007,47580,Warner Robins - GA
2008,47580,Warner Robins - GA
2009,47580,Warner Robins - GA
2010,47580,Warner Robins - GA
2011,47580,Warner Robins - GA
2012,47580,Warner Robins - GA
2007,47644,"Warren, Troy, Farmington Hills - MI"
2008,47644,"Warren, Troy, Farmington Hills - MI"
2009,47644,"Warren, Troy, Farmington Hills - MI"
2010,47644,"Warren, Troy, Farmington Hills - MI"
2011,47644,"Warren, Troy, Farmington Hills - MI"
2012,47644,"Warren, Troy, Farmington Hills - MI"
2007,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV"
2008,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV"
2009,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV"
2010,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV"
2011,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV"
2012,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV"
2007,47940,"Waterloo, Cedar Falls - IA"
2008,47940,"Waterloo, Cedar Falls - IA"
2009,47940,"Waterloo, Cedar Falls - IA"
2010,47940,"Waterloo, Cedar Falls - IA"
2011,47940,"Waterloo, Cedar Falls - IA"
2012,47940,"Waterloo, Cedar Falls - IA"
2007,48140,Wausau - WI
2008,48140,Wausau - WI
2009,48140,Wausau - WI
2010,48140,Wausau - WI
2011,48140,Wausau - WI
2012,48140,Wausau - WI
2007,48260,"Weirton, Steubenville - WV, OH"
2008,48260,"Weirton, Steubenville - WV, OH"
2009,48260,"Weirton, Steubenville - WV, OH"
2007,48300,Wenatchee - WA
2008,48300,Wenatchee - WA
2009,48300,"Wenatchee, East Wenatchee - WA"
2010,48300,"Wenatchee, East Wenatchee - WA"
2011,48300,"Wenatchee, East Wenatchee - WA"
2012,48300,"Wenatchee, East Wenatchee - WA"
2007,48424,"West Palm Beach, Boca Raton, Boynton Beach - FL"
2008,48424,"West Palm Beach, Boca Raton, Boynton Beach - FL"
2009,48424,"West Palm Beach, Boca Raton, Boynton Beach - FL"
2010,48424,"West Palm Beach, Boca Raton, Boynton Beach - FL"
2011,48424,"West Palm Beach, Boca Raton, Boynton Beach - FL"
2012,48424,"West Palm Beach, Boca Raton, Boynton Beach - FL"
2007,48540,"Wheeling - WV, OH"
2008,48540,"Wheeling - WV, OH"
2009,48540,"Wheeling - WV, OH"
2010,48540,"Wheeling - WV, OH"
2011,48540,"Wheeling - WV, OH"
2012,48540,"Wheeling - WV, OH"
2007,48620,Wichita - KS
2008,48620,Wichita - KS
2009,48620,Wichita - KS
2010,48620,Wichita - KS
2011,48620,Wichita - KS
2012,48620,Wichita - KS
2007,48660,Wichita Falls - TX
2008,48660,Wichita Falls - TX
2009,48660,Wichita Falls - TX
2010,48660,Wichita Falls - TX
2011,48660,Wichita Falls - TX
2012,48660,Wichita Falls - TX
2007,48700,Williamsport - PA
2008,48700,Williamsport - PA
2009,48700,Williamsport - PA
2010,48700,Williamsport - PA
2011,48700,Williamsport - PA
2012,48700,Williamsport - PA
2007,48864,"Wilmington - DE, MD, NJ"
2008,48864,"Wilmington - DE, MD, NJ"
2009,48864,"Wilmington - DE, MD, NJ"
2010,48864,"Wilmington - DE, MD, NJ"
2011,48864,"Wilmington - DE, MD, NJ"
2012,48864,"Wilmington - DE, MD, NJ"
2007,48900,Wilmington - NC
2008,48900,Wilmington - NC
2009,48900,Wilmington - NC
2010,48900,Wilmington - NC
2011,48900,Wilmington - NC
2012,48900,Wilmington - NC
2007,49020,"Winchester - VA, WV"
2008,49020,"Winchester - VA, WV"
2009,49020,"Winchester - VA, WV"
2010,49020,"Winchester - VA, WV"
2011,49020,"Winchester - VA, WV"
2012,49020,"Winchester - VA, WV"
2007,49180,"Winston, Salem - NC"
2008,49180,"Winston, Salem - NC"
2009,49180,"Winston, Salem - NC"
2010,49180,"Winston, Salem - NC"
2011,49180,"Winston, Salem - NC"
2012,49180,"Winston, Salem - NC"
2007,49340,Worcester - MA
2008,49340,Worcester - MA
2009,49340,Worcester - MA
2010,49340,Worcester - MA
2011,49340,Worcester - MA
2012,49340,Worcester - MA
2007,49420,Yakima - WA
2008,49420,Yakima - WA
2009,49420,Yakima - WA
2010,49420,Yakima - WA
2011,49420,Yakima - WA
2012,49420,Yakima - WA
2007,49500,Yauco - PR
2008,49500,Yauco - PR
2009,49500,Yauco - PR
2010,49500,Yauco - PR
2011,49500,Yauco - PR
2012,49500,Yauco - PR
2007,49620,"York, Hanover - PA"
2008,49620,"York, Hanover - PA"
2009,49620,"York, Hanover - PA"
2010,49620,"York, Hanover - PA"
2011,49620,"York, Hanover - PA"
2012,49620,"York, Hanover - PA"
2007,49660,"Youngstown, Warren, Boardman - OH, PA"
2008,49660,"Youngstown, Warren, Boardman - OH, PA"
2009,49660,"Youngstown, Warren, Boardman - OH, PA"
2010,49660,"Youngstown, Warren, Boardman - OH, PA"
2011,49660,"Youngstown, Warren, Boardman - OH, PA"
2012,49660,"Youngstown, Warren, Boardman - OH, PA"
2007,49700,Yuba City - CA
2008,49700,Yuba City - CA
2009,49700,Yuba City - CA
2010,49700,Yuba City - CA
2011,49700,Yuba City - CA
2012,49700,Yuba City - CA
2007,49740,Yuma - AZ
2008,49740,Yuma - AZ
2009,49740,Yuma - AZ
2010,49740,Yuma - AZ
2011,49740,Yuma - AZ
2012,49740,Yuma - AZ
